species,genus,binom,family,order,class
spp.,Araneae,Araneae spp.,NA,Araneae,Arachnida
scoparium,Dicranum,Dicranum scoparium,Dicranaceae,Dicranales,Bryopsida
holosteoides,Cerastium,Cerastium holosteoides,Caryophyllaceae,Caryophyllales,Magnoliopsida
angustifolium,Chamerion,Chamerion angustifolium,Onagraceae,Myrtales,Magnoliopsida
hederacea,Glechoma,Glechoma hederacea,Lamiaceae,Lamiales,Magnoliopsida
epigejos,Calamagrostis,Calamagrostis epigejos,Poaceae,Poales,Liliopsida
oedicnemus,Burhinus,Burhinus oedicnemus,Burhinidae,Charadriiformes,Aves
capensis,Impatiens,Impatiens capensis,Balsaminaceae,Ericales,Magnoliopsida
caprea,Salix,Salix caprea,Salicaceae,Malpighiales,Magnoliopsida
phaeopus,Numenius,Numenius phaeopus,Scolopacidae,Charadriiformes,Aves
vulgaris,Calluna,x,Amaranthaceae,Caryophyllales,Magnoliopsida
phaeopus,Numenius,x,Amaranthaceae,Caryophyllales,Magnoliopsida
monspeliensis,Cistus,Cistus monspeliensis,Cistaceae,Malvales,NA
navaehollandie,Dromiceius,Dromiceius navaehollandie,NA,NA,NA
intertexta,Eucalyptus,Eucalyptus intertexta,Myrtaceae,Myrtales,NA
mitchellii,Eremophila,Eremophila mitchellii,NA,NA,NA
parvzjlora,Geijera,Geijera parvzjlora,NA,NA,NA
aneura,Acacia,Acacia aneura,Mimosaceae,Fabales,NA
eremophila,Cassia,Cassia eremophila,Fabaceae,Fabales,NA
sturtii,Eremophila,Eremophila sturtii,Scrophulariaceae,Lamiales,Magnoliopsida
viscose,Doclonaea,Doclonaea viscose,NA,NA,NA
purpureum,Lamium,Lamium purpureum,Lamiaceae,Lamiales,Magnoliopsida
parviflora,Lagerstroemia,Lagerstroemia parviflora,Lythraceae,Myrtales,Magnoliopsida
melanoxylon,Diospyros,Diospyros melanoxylon,Ebenaceae,Ericales,Magnoliopsida
atricapillus,Demetrias,Demetrias atricapillus,Carabidae,Coleoptera,Insecta
spp.,Carabidae,Carabidae spp.,Carabidae,Coleoptera,Insecta
spp.,Staphylinidae,Staphylinidae spp.,Staphylinidae,Coleoptera,Insecta
auricularia,Forficula,Forficula auricularia,Forficulidae,Dermaptera,Insecta
dorsale,Agonum,Agonum dorsale,Carabidae,Coleoptera,NA
NA,Taraxac,x,Amaranthaceae,Caryophyllales,Magnoliopsida
parile,Leucospermum,Leucospermum parile,Proteaceae,Proteales,Magnoliopsida
brachyrhynchos,Corvus,Corvus brachyrhynchos,Corvidae,Passeriformes,Aves
nemorum,Anthocoris,Anthocoris nemorum,Anthocoridae,Hemiptera,Insecta
rugulipennis,Lygus,Lygus rugulipennis,Miridae,Hemiptera,Insecta
elongata,Notostira,Notostira elongata,Miridae,Hemiptera,Insecta
ferus,Nabis,Nabis ferus,Nabidae,Hemiptera,Insecta
lineatus,Neophilaenus,Neophilaenus lineatus,Aphrophoridae,Hemiptera,NA
peiiucida,Javesella,Javesella peiiucida,NA,NA,NA
pulicaris,Deltocephalus,Deltocephalus pulicaris,Cicadellidae,Hemiptera,Insecta
albomarginatus,Criomorphus,Criomorphus albomarginatus,Delphacidae,Hemiptera,Insecta
pascuellus,Arthaldeus,Arthaldeus pascuellus,NA,NA,NA
natans,Potamogeton,Potamogeton natans,Potamogetonaceae,Alismatales,Liliopsida
pectinatus,Potamogeton,Potamogeton pectinatus,Potamogetonaceae,Alismatales,Liliopsida
populnea,Eucalyptus,Eucalyptus populnea,Myrtaceae,Myrtales,NA
sylvaticum,Brachypodium,Brachypodium sylvaticum,Poaceae,Poales,Liliopsida
communis,Tamus,Tamus communis,Tamus,Dioscoreales,Liliopsida
amara,Iberis,Iberis amara,Brassicaceae,Brassicales,Magnoliopsida
auritus,Plecotus,Plecotus auritus,Vespertilionidae,Chiroptera,NA
rupestris,Petrus,Petrus rupestris,Petrus,Spariformes,Actinopterygii
laticeps,Chrysoblephus,Chrysoblephus laticeps,Chrysoblephus,Spariformes,Actinopterygii
cristiceps,Chrysoblephus,Chrysoblephus cristiceps,Chrysoblephus,Spariformes,Actinopterygii
moschatus,Ovibos,Ovibos moschatus,Bovidae,Artiodactyla,Mammalia
alaxensis,Salix,Salix alaxensis,Salicaceae,Malpighiales,Magnoliopsida
microtheca,Eucalyptus,Eucalyptus microtheca,Myrtaceae,Myrtales,NA
senegal,Acacia,Acacia senegal,Mimosaceae,Fabales,NA
trachyphylla,Festuca,Festuca trachyphylla,Poaceae,Poales,Liliopsida
coypus,Myocastor,Myocastor coypus,Myocastoridae,Rodentia,Mammalia
chloropus,Gallinula,Gallinula chloropus,Rallidae,Gruiformes,Aves
platyrhynchos,Anas,Anas platyrhynchos,Anatidae,Anseriformes,Aves
and,Fire,Fire and,NA,NA,NA
communis,Sylvia,Sylvia communis,Sylviidae,Passeriformes,Aves
oromediterraneus,Cytisus,Cytisus oromediterraneus,Fabaceae,Fabales,NA
cia,Emberiza,Emberiza cia,Emberizidae,Passeriformes,Aves
collurio,Lanius,Lanius collurio,Laniidae,Passeriformes,Aves
inaequidens,Senecio,Senecio inaequidens,Asteraceae,Asterales,Magnoliopsida
NA,Management,Management ,NA,NA,NA
lacustris,Scirpus,Scirpus lacustris,NA,NA,NA
festucacea,Scolochloa,Scolochloa festucacea,Poaceae,Poales,Liliopsida
elatius,Arrhenatherum,Arrhenatherum elatius,Poaceae,Poales,NA
NA,Elytrig,Elytrig ,NA,NA,NA
NA,Elym,Elym ,NA,NA,NA
trivialis,Anthus,Anthus trivialis,Motacillidae,Passeriformes,Aves
sativa,Castanea,Castanea sativa,Fagaceae,Fagales,Magnoliopsida
kaempferi,Larix,Larix kaempferi,Pinaceae,Pinales,Pinopsida
trochilus,Phylloscopus,Phylloscopus trochilus,Phylloscopidae,Passeriformes,Aves
rubecula,Erithacus,Erithacus rubecula,Muscicapidae,Passeriformes,Aves
hyperantus,Aphantopus,Aphantopus hyperantus,Nymphalidae,Lepidoptera,Insecta
napi,Pieris,Pieris napi,Pieridae,Lepidoptera,NA
lineola,Thymelicus,Thymelicus lineola,Hesperiidae,Lepidoptera,Insecta
amandus,Polyommatus,Polyommatus amandus,Lycaenidae,Lepidoptera,Insecta
sylvanus,Ochlodes,Ochlodes sylvanus,Hesperiidae,Lepidoptera,Insecta
ranunculoides,Hydrocotyle,Hydrocotyle ranunculoides,Araliaceae,Apiales,Magnoliopsida
marinum,Hordeum,Hordeum marinum,Poaceae,Poales,NA
amnicola,Atriplex,Atriplex amnicola,Chenopodiaceae,Caryophyllales,Magnoliopsida
cioides,Emberiza,Emberiza cioides,Emberizidae,Passeriformes,Aves
rustica,Emberiza,Emberiza rustica,Emberizidae,Passeriformes,Aves
auroreus,Phoenicurus,Phoenicurus auroreus,Muscicapidae,Passeriformes,Aves
chrysolaus,Turdus,Turdus chrysolaus,Turdidae,Passeriformes,Aves
peregrine,Comptonia,Comptonia peregrine,NA,NA,NA
molesta,Salvinia,Salvinia molesta,Salvinia,Salviniaceae,Pteridopsida
salviniae,Cyrtobagous,Cyrtobagous salviniae,NA,NA,NA
cyclops,Acacia,Acacia cyclops,Mimosaceae,Fabales,NA
analis,Amischa,Amischa analis,Staphylinidae,Coleoptera,Insecta
vulgaris,Utricularia,Utricularia vulgaris,Lentibulariaceae,Lamiales,Magnoliopsida
minor,Lemna,Lemna minor,Araceae,Alismatales,Liliopsida
alba,Nymphaea,Nymphaea alba,Nymphaeaceae,Nymphaeales,Magnoliopsida
palustris,Callitriche,Callitriche palustris,Callitriche,Lamiales,Magnoliopsida
lutea,Nuphar,Nuphar lutea,Nymphaeaceae,Nymphaeales,Magnoliopsida
morsus,Hydrocharis,Hydrocharis morsus,Hydrocharitaceae,Alismatales,Liliopsida
amphibium,Polygonum,Polygonum amphibium,Polygonaceae,Polygonales,Magnoliopsida
emersum,Sparganium,Sparganium emersum,Typhaceae,Poales,Liliopsida
NA,Advances,Advances ,NA,NA,NA
vulgaris,Hydrocotyle,Hydrocotyle vulgaris,Araliaceae,Apiales,Magnoliopsida
palustre,Cirsium,Cirsium palustre,Asteraceae,Asterales,Magnoliopsida
aquatica,Mentha,Mentha aquatica,Lamiaceae,Lamiales,Magnoliopsida
panacea,Carex,Carex panacea,NA,NA,NA
cannabinum,Eupatorium,Eupatorium cannabinum,Asteraceae,Asterales,Magnoliopsida
stagnina,Viola,Viola stagnina,NA,NA,NA
spicatum,Trisetum,Trisetum spicatum,Poaceae,Poales,Liliopsida
hybridum,Trifolium,Trifolium hybridum,Fabaceae,Fabales,Magnoliopsida
microphylla,Antennaria,Antennaria microphylla,Asteraceae,Asterales,Magnoliopsida
cespitosum,Trichophorum,Trichophorum cespitosum,Cyperaceae,Poales,Liliopsida
nutans,Pohlia,Pohlia nutans,Mniaceae,Bryales,Bryopsida
cinerea,Erica,Erica cinerea,Ericaceae,Ericales,NA
impexa,Cladonia,Cladonia impexa,NA,NA,NA
physodes,Parmelia,Parmelia physodes,NA,NA,NA
edulis,Mytilus,Mytilus edulis,Mytilus,Mytilida,Bivalvia
crenatus,Balanus,Balanus crenatus,Balanus,Balanidae,Hexanauplia
plumula,Antithamnion,Antithamnion plumula,Antithamnion,Ceramiaceae,Ceramiales
plumosa,Bryopsis,Bryopsis plumosa,Bryopsidaceae,Bryopsidales,Ulvophyceae
calophylla,Prasiola,Prasiola calophylla,Prasiolaceae,Prasiolales,Trebouxiophyceae
tenuis,Agrostis,Agrostis tenuis,NA,NA,NA
NA,Sal,x,Amaranthaceae,Caryophyllales,Magnoliopsida
arenarius,Lymus,Lymus arenarius,NA,NA,NA
auritus,Podiceps,Podiceps auritus,Podicipedidae,Podicipediformes,Aves
crecca,Anas,Anas crecca,Anatidae,Anseriformes,Aves
ferina,Aythya,Aythya ferina,Anatidae,Anseriformes,Aves
NA,Asell,Asell ,NA,NA,NA
NA,Festu,Festu ,NA,NA,NA
rossii,Acomastylis,Acomastylis rossii,NA,NA,NA
hirsutum,Epilobium,Epilobium hirsutum,Onagraceae,Myrtales,Magnoliopsida
geminipuncta,Archanara,Archanara geminipuncta,Noctuidae,Lepidoptera,Insecta
lutosa,Rhizedra,Rhizedra lutosa,Noctuidae,Lepidoptera,Insecta
irus,Callophrys,Callophrys irus,Lycaenidae,Lepidoptera,Insecta
idalia,Speyeria,Speyeria idalia,Nymphalidae,Lepidoptera,Insecta
ottoe,Hesperia,Hesperia ottoe,Hesperiidae,Lepidoptera,Insecta
spp.,Auchenorrhyncha,Auchenorrhyncha spp.,NA,Hemiptera,Insecta
spp.,Coleoptera,Coleoptera spp.,NA,Coleoptera,Insecta
spp.,Thysanoptera,Thysanoptera spp.,NA,Thysanoptera,Insecta
spp.,Hymenoptera,Hymenoptera spp.,Hymenoptera,Hymenoptera,Insecta
spp.,Diptera,Diptera spp.,NA,Diptera,INsecta
spp.,Hemiptera,Hemiptera spp.,NA,Hemiptera,Insecta
spp.,Prostigmata,Prostigmata spp.,NA,Trombidiformes,Arachnida
spp.,Mesostigmata,Mesostigmata spp.,NA,Mesostigmata,Arachnida
spp.,Collembola,Collembola spp.,NA,Collembola,Entognatha
frit,Oscinella,Oscinella frit,Chloropidae,Diptera,Insecta
alba,Lupinus,Lupinus alba,NA,NA,NA
alba,Melilotus,Melilotus alba,Fabaceae,Fabales,NA
sativus,Ornithopus,Ornithopus sativus,Fabaceae,Fabales,NA
grandiflora,Vicia,Vicia grandiflora,Fabaceae,Fabales,Magnoliopsida
varia,Coronilla,Coronilla varia,Fabaceae,Fabales,NA
officinalis,Melilotus,Melilotus officinalis,Fabaceae,Fabales,NA
ascinodis,Andropogon,Andropogon ascinodis,NA,NA,NA
schweinfurthii,Schizachyrium,Schizachyrium schweinfurthii,NA,NA,NA
gayanus,Andropogon,Andropogon gayanus,Poaceae,Poales,Liliopsida
nycticorax,Nycticorax,Nycticorax nycticorax,Ardeidae,Pelecaniformes,Aves
hemionus,Odocoileus,Odocoileus hemionus,Cervidae,Artiodactyla,Mammalia
bigelowii,Carex,Carex bigelowii,Cyperaceae,Poales,Liliopsida
glutinosa,Alnus,Alnus glutinosa,Betuloideae,Fagales,Magnoliopsida
pygmaeus,Tytthus,Tytthus pygmaeus,Miridae,Hemiptera,Insecta
pedestris,Stygnocoris,Stygnocoris pedestris,NA,NA,NA
recticornis,Megaloceraea,Megaloceraea recticornis,NA,NA,NA
ferrugata,Leptopterna,Leptopterna ferrugata,Miridae,Hemiptera,Insecta
pratense,Poa,Poa pratense,Poaceae,Poales,NA
tenuifolia,Festuca,Festuca tenuifolia,NA,NA,NA
mollis,Wyethia,Wyethia mollis,Asteraceae,Asterales,Magnoliopsida
cereum,Ribes,Ribes cereum,Grossulariaceae,Saxifragales,Magnoliopsida
palustris,Poa,Poa palustris,Poaceae,Poales,NA
rubens,Picea,Picea rubens,Pinaceae,Pinales,Pinopsida
junceus,Elymus,Elymus junceus,NA,NA,NA
inermus,Bromus,Bromus inermus,Poaceae,Poales,NA
balsamifera,Abies,Abies balsamifera,NA,NA,NA
hleum,Dactylis,Dactylis hleum,Poaceae,Poales,Liliopsida
sitchensis,Picea,Picea sitchensis,Pinaceae,Pinales,Pinopsida
communis,Juniperus,Juniperus communis,Cupressaceae,Pinales,Pinopsida
ericifolia,Melaleuca,Melaleuca ericifolia,Myrtaceae,Myrtales,Magnoliopsida
and,Plant,Plant and,NA,NA,NA
virginica,Salicornia,Salicornia virginica,NA,NA,NA
maritima,Batis,Batis maritima,Bataceae,Brassicales,Magnoliopsida
carnosa,Jaumea,Jaumea carnosa,Asteraceae,Asterales,Magnoliopsida
californicum,Limonium,Limonium californicum,Plumbaginaceae,Caryophyllales,Magnoliopsida
salina,Frankenia,Frankenia salina,Frankeniaceae,Caryophyllales,Magnoliopsida
esteroa,Suaeda,Suaeda esteroa,Chenopodiaceae,Caryophyllales,Magnoliopsida
foliosa,Spartina,Spartina foliosa,Poaceae,Poales,Magnoliopsida
maritima,Puccinellia,Puccinellia maritima,Poaceae,Poales,Liliopsida
penelope,Anas,Anas penelope,NA,NA,NA
grostis,Puccinellia,Puccinellia grostis,NA,NA,NA
pratense,Geranium,Geranium pratense,Geraniaceae,Geraniales,Magnoliopsida
geranii,Zacladus,Zacladus geranii,Curculionidae,Coleoptera,Insecta
caroliniana,Salix,Salix caroliniana,Salicaceae,Malpighiales,Magnoliopsida
hemitomon,Pancium,Pancium hemitomon,NA,NA,NA
lancifolia,Sagittaria,Sagittaria lancifolia,Alismataceae,Alismatales,Liliopsida
punctatum,Polygonum,Polygonum punctatum,Polygonaceae,Polygonales,Magnoliopsida
scandens,Mikania,Mikania scandens,Asteraceae,Asterales,Magnoliopsida
rostrata,Carex,Carex rostrata,Cyperaceae,Poales,Liliopsida
maxima,Glyceria,Glyceria maxima,Poaceae,Poales,Liliopsida
albifrons,Sterna,Sterna albifrons,NA,NA,NA
carduorum,Haltica,Haltica carduorum,NA,NA,NA
NA,Halti,Halti ,NA,NA,NA
sapidus,Callinectes,Callinectes sapidus,Portunidae,Decapoda,Malacostraca
aztecus,Farfantepenaeus,Farfantepenaeus aztecus,Penaeidae,Decapoda,Malacostraca
chamaemorus,Rubus,Rubus chamaemorus,Rosaceae,Rosales,Magnoliopsida
laevis,Macrosteles,Macrosteles laevis,Cicadellidae,Hemiptera,NA
romus,Bromopsis,Bromopsis romus,NA,NA,NA
cephalotes,Psammotettix,Psammotettix cephalotes,Cicadellidae,Hemiptera,Insecta
cascadae,Rana,Rana cascadae,Ranidae,Anura,Amphibia
boreas,Bufo,Bufo boreas,NA,NA,NA
caespitosum,Trichophorum,Trichophorum caespitosum,NA,NA,NA
coerulescens,Osmia,Osmia coerulescens,Megachilidae,Hymenoptera,Insecta
rufa,Osmia,Osmia rufa,Megachilidae,Hymenoptera,Insecta
NA,Megachile,x,Megachilidae,Hymenoptera,Insecta
caerulea,Zicrona,Zicrona caerulea,Pentatomidae,Hemiptera,Insecta
laeta,Agramma,Agramma laeta,NA,NA,NA
verna,Campylosteira,Campylosteira verna,Tingidae,Hemiptera,Insecta
ruficornis,Trigonotylus,Trigonotylus ruficornis,Miridae,Hemiptera,Insecta
loti,Apion,Apion loti,NA,NA,NA
campanulae,Miarus,Miarus campanulae,Curculionidae,Coleoptera,Insecta
exclamationis,Neophilaenus,Neophilaenus exclamationis,Aphrophoridae,Hemiptera,NA
parallelus,Chorthippus,Chorthippus parallelus,Acrididae,Orthoptera,Insecta
pratensis,Lathyrus,Lathyrus pratensis,Fabaceae,Fabales,Magnoliopsida
terrestris,Bombus,Bombus terrestris,Apidae,Hymenoptera,Insecta
lucorum,Bombus,Bombus lucorum,Apidae,Hymenoptera,Insecta
ruderatus,Bombus,Bombus ruderatus,Apidae,Hymenoptera,Insecta
spp.,Bombus,Bombus spp.,Apidae,Hymenoptera,Insecta
muscorum,Bombus,Bombus muscorum,Apidae,Hymenoptera,Insecta
vulgaris,Beta,Beta vulgaris,Chenopodiaceae,Caryophyllales,Magnoliopsida
ostralegus,Haematopus,Haematopus ostralegus,Haematopodidae,Charadriiformes,Aves
brevipila,Festuca,Festuca brevipila,NA,NA,NA
scorodonia,Teucrium,Teucrium scorodonia,Lamiaceae,Lamiales,Magnoliopsida
hemitomon,Panicum,Panicum hemitomon,Poaceae,Poales,Liliopsida
glomerata,Campanula,Campanula glomerata,Campanulaceae,Asterales,Magnoliopsida
sativus,Raphanus,Raphanus sativus,Brassicaceae,Brassicales,NA
calandra,Emberiza,Emberiza calandra,Emberizidae,Passeriformes,Aves
NA,Cyanist,Cyanist ,NA,NA,NA
funereus,Aegolius,Aegolius funereus,Strigidae,Strigiformes,Aves
orticaria,Atomaria,Atomaria orticaria,NA,NA,NA
ciconia,Ciconia,Ciconia ciconia,Ciconiidae,Ciconiiformes,Aves
africana,Loxodonta,Loxodonta africana,Elephantidae,Proboscidea,Mammalia
oryx,Taurotragus,Taurotragus oryx,Bovidae,Artiodactyla,Mammalia
granti,Gazella,Gazella granti,NA,NA,NA
strepsiceros,Tragelaphus,Tragelaphus strepsiceros,Bovidae,Artiodactyla,Mammalia
buselaphus,Alcelaphus,Alcelaphus buselaphus,Bovidae,Artiodactyla,Mammalia
lichtensteini,Sigmoceros,Sigmoceros lichtensteini,NA,NA,NA
vardoni,Kobus,Kobus vardoni,NA,NA,NA
gazella,Orxy,Orxy gazella,NA,NA,NA
equinus,Hippotragus,Hippotragus equinus,Bovidae,Artiodactyla,Mammalia
niger,Hippotragus,Hippotragus niger,Bovidae,Artiodactyla,Mammalia
thomsoni,Gazella,Gazella thomsoni,NA,NA,NA
lunatus,Damaliscus,Damaliscus lunatus,Bovidae,Artiodactyla,Mammalia
africanus,Phacochoerus,Phacochoerus africanus,Suidae,Artiodactyla,Mammalia
ellipsiprymus,Kobus,Kobus ellipsiprymus,NA,NA,NA
burchellii,Equus,Equus burchellii,Equidae,Perissodactyla,Mammalia
vicugna,Vicugna,Vicugna vicugna,Camelidae,Artiodactyla,Mammalia
glama,Lama,Lama glama,Camelidae,Artiodactyla,Mammalia
ludovicianus,Cynomys,Cynomys ludovicianus,Sciuridae,Rodentia,Mammalia
sativa,Madia,Madia sativa,Asteraceae,Asterales,Magnoliopsida
californica,Eschscholzia,Eschscholzia californica,Papaveraceae,Ranunculales,Magnoliopsida
macradenia,Holocarpha,Holocarpha macradenia,NA,NA,NA
bromoides,Vulpia,Vulpia bromoides,Poaceae,Poales,Liliopsida
tshawytscha,Oncorhynchus,Oncorhynchus tshawytscha,Salmonidae,Salmoniformes,Actinopterygii
leucocephlaus,Haliaeetus,Haliaeetus leucocephlaus,NA,NA,NA
confluentus,Salvelinus,Salvelinus confluentus,Salmonidae,Salmoniformes,Actinopterygii
bohemicum,Polygonum,Polygonum bohemicum,Polygonaceae,Polygonales,Magnoliopsida
labrax,Dicentrarchus,Dicentrarchus labrax,Dicentrarchus,Moroniformes,Actinopterygii
montagui,Raja,Raja montagui,Rajinae,Rajidae,Elasmobranchii
limanda,Limanda,Limanda limanda,Pleuronectidae,Pleuronectiformes,Actinopterygii
platessa,Pleuronectes,Pleuronectes platessa,Pleuronectidae,Pleuronectiformes,Actinopterygii
rhombus,Scophthalmus,Scophthalmus rhombus,Scophthalmidae,Pleuronectiformes,Actinopterygii
mesopotamica,Dama,Dama mesopotamica,Cervidae,Artiodactyla,Mammalia
leucocephalus,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus,Accipitriformes,Aves
pennanti,Martes,Martes pennanti,Mustelidae,Carnivora,Mammalia
aura,Cathartes,Cathartes aura,Cathartes,Accipitriformes,Aves
carolinensis,Gastrophryne,Gastrophryne carolinensis,Microhylidae,Anura,Amphibia
terrestris,Bufo,Bufo terrestris,Bufonidae,Anura,Amphibia
ocularis,Pseudacris,Pseudacris ocularis,Hylidae,Anura,Amphibia
sphenocephela,Rana,Rana sphenocephela,Ranidae,Anura,Amphibia
femoralis,Hyla,Hyla femoralis,Hylidae,Anura,Amphibia
talpoideum,Ambystoma,Ambystoma talpoideum,Ambystomatidae,Caudata,Amphibia
variolatus,Plethodon,Plethodon variolatus,Plethodontidae,Caudata,Amphibia
australiensis,Paratya,Paratya australiensis,Atyidae,Decapoda,Malacostraca
kempii,Lepidochelys,Lepidochelys kempii,Cheloniidae,Testudines,Reptilia
californica,Artemisia,Artemisia californica,Asteraceae,Asterales,NA
decora,Empoasca,Empoasca decora,Cicadellidae,Hemiptera,NA
NA,Cirsi,x,Amaranthaceae,Caryophyllales,Magnoliopsida
versicolor,Iris,Iris versicolor,Iridaceae,Asparagales,Magnoliopsida
canadensi,Calamagrostis,Calamagrostis canadensi,Poaceae,Poales,Liliopsida
petechia,Dendroica,Dendroica petechia,NA,NA,NA
sandwichensis,Passerculus,Passerculus sandwichensis,Passerellidae,Passeriformes,Aves
melodia,Melospiza,Melospiza melodia,Passerellidae,Passeriformes,Aves
migratoriu,Turdus,Turdus migratoriu,Turdidae,Passeriformes,Aves
phoeniceus,Agelaius,Agelaius phoeniceus,Icteridae,Passeriformes,Aves
traillii,Empidonax,Empidonax traillii,Tyrannidae,Passeriformes,Aves
lincolnii,Melospiza,Melospiza lincolnii,Passerellidae,Passeriformes,Aves
leucophrys,Zonotricha,Zonotricha leucophrys,NA,NA,NA
migratorius,Turdus,Turdus migratorius,Turdidae,Passeriformes,Aves
aurocapillus,Seiurus,Seiurus aurocapillus,NA,NA,NA
vermivorus,Helmitheros,Helmitheros vermivorus,NA,NA,NA
NA,Quercus,Querc us,NA,NA,NA
longirostris,Rallus,Rallus longirostris,Rallidae,Gruiformes,Aves
franciscanus,Strongylocentrotus,Strongylocentrotus franciscanus,NA,NA,NA
rufescens,Haliotis,Haliotis rufescens,Haliotidae,Vetigastropoda,Gastropoda
canadensis,Ovis,Ovis canadensis,Bovidae,Artiodactyla,Mammalia
concinnata,Compsilura,Compsilura concinnata,Tachinidae,Diptera,Insecta
cecropia,Hyalophora,Hyalophora cecropia,Saturniidae,Lepidoptera,Insecta
promethea,Callosamia,Callosamia promethea,Saturniidae,Lepidoptera,Insecta
maia,Hemileuca,Hemileuca maia,Saturniidae,Lepidoptera,Insecta
albidum,Sassafras,Sassafras albidum,Lauraceae,Laurales,Magnoliopsida
canadensis,Cercis,Cercis canadensis,Fabaceae,Fabales,Magnoliopsida
benzoin,Lindera,Lindera benzoin,Lauraceae,Laurales,Magnoliopsida
passerina,Spizella,Spizella passerina,Passerellidae,Passeriformes,Aves
aurocapilla,Seiurus,Seiurus aurocapilla,Parulidae,Passeriformes,Aves
cincta,Notiomystis,Notiomystis cincta,Notiomystidae,Passeriformes,Aves
lanceolata,Maesa,Maesa lanceolata,Primulaceae,Ericales,Magnoliopsida
orientalis,Trema,Trema orientalis,Cannabaceae,Rosales,Magnoliopsida
abyssinica,Erythrina,Erythrina abyssinica,Fabaceae,Fabales,Magnoliopsida
abyssinica,Cordia,Cordia abyssinica,NA,NA,NA
grandibracteata,Albizia,Albizia grandibracteata,Fabaceae,Fabales,NA
pitcheri,Cirsium,Cirsium pitcheri,Asteraceae,Asterales,Magnoliopsida
aalge,Uria,Uria aalge,Alcidae,Charadriiformes,Aves
monocerata,Cerorhinca,Cerorhinca monocerata,Alcidae,Charadriiformes,Aves
keta,Oncorhynchus,Oncorhynchus keta,Salmonidae,Salmoniformes,Actinopterygii
marmoratum,Brachyramphus,Brachyramphus marmoratum,NA,NA,NA
columba,Cephhus,Cephhus columba,NA,NA,NA
lynx,Lynx,Lynx lynx,Felidae,Carnivora,Mammalia
vesicaria,Carex,Carex vesicaria,Cyperaceae,Poales,Liliopsida
arex,Phragmites,Phragmites arex,Poaceae,Poales,Magnoliopsida
patens,Spartina,Spartina patens,Poaceae,Poales,Magnoliopsida
stricta,Carex,Carex stricta,Cyperaceae,Poales,Liliopsida
latifolia,Typha,Typha latifolia,Typhaceae,Poales,Liliopsida
linearis,Pleioblastus,Pleioblastus linearis,NA,NA,NA
komadori,Erithacus,Erithacus komadori,NA,NA,NA
sieboldii,Castanopsis,Castanopsis sieboldii,Fagaceae,Fagales,Magnoliopsida
marina,Avicennia,Avicennia marina,Acanthaceae,Lamiales,Magnoliopsida
mucronata,Rhizophora,Rhizophora mucronata,Rhizophoraceae,Malpighiales,Magnoliopsida
