Scientific name,Common name,Coverage,URL
"Ehrharta calycina","perennial veldtgrass",Full,https://www.cabi.org/isc/datasheet/114037/aqb
"Ehrharta erecta","panic veldtgrass",Full,https://www.cabi.org/isc/datasheet/114038/aqb
"Ehrlichia ruminantium",,Full,https://www.cabi.org/isc/datasheet/87240/aqb
"Eichhornia azurea","anchored water hyacinth",Full,https://www.cabi.org/isc/datasheet/108967/aqb
"Eichhornia crassipes","water hyacinth",Full,https://www.cabi.org/isc/datasheet/20544/aqb
"Elaeagnus angustifolia","Russian olive",Full,https://www.cabi.org/isc/datasheet/20717/aqb
"Elaeagnus pungens","thorny olive",Full,https://www.cabi.org/isc/datasheet/20725/aqb
"Elaeagnus umbellata","autumn olive",Full,https://www.cabi.org/isc/datasheet/20728/aqb
"Elaeis guineensis","African oil palm",Full,https://www.cabi.org/isc/datasheet/20295/aqb
"Elatobium abietinum","green spruce aphid",Full,https://www.cabi.org/isc/datasheet/30897/aqb
"Eleocharis dulcis","Chinese water chestnut",Full,https://www.cabi.org/isc/datasheet/20694/aqb
"Elephantopus mollis","elephant's foot",Full,https://www.cabi.org/isc/datasheet/114063/aqb
"Eleusine indica","goose grass",Full,https://www.cabi.org/isc/datasheet/20675/aqb
"Eleutherodactylus coqui","Caribbean tree frog",Full,https://www.cabi.org/isc/datasheet/84734/aqb
"Eleutherodactylus planirostris","greenhouse frog",Full,https://www.cabi.org/isc/datasheet/84737/aqb
"Elm mottle virus",,Full,https://www.cabi.org/isc/datasheet/20843/aqb
"Elodea canadensis","Canadian pondweed",Full,https://www.cabi.org/isc/datasheet/20759/aqb
"Elodea nuttallii","Nuttall's waterweed",Full,https://www.cabi.org/isc/datasheet/20761/aqb
"Elsinoë australis","citrus scab",Full,https://www.cabi.org/isc/datasheet/20774/aqb
"Elymus repens","quackgrass",Full,https://www.cabi.org/isc/datasheet/3726/aqb
"Emex australis","Doublegee",Full,https://www.cabi.org/isc/datasheet/20826/aqb
"Emex spinosa","spiny emex",Full,https://www.cabi.org/isc/datasheet/20827/aqb
"Emilia fosbergii","Florida tassel-flower",Full,https://www.cabi.org/isc/datasheet/114086/aqb
"Emilia sonchifolia","red tasselflower",Full,https://www.cabi.org/isc/datasheet/20833/aqb
"Endophyllum kaernbachii",,Full,https://www.cabi.org/isc/datasheet/107835/aqb
"Ensis directus",,Full,https://www.cabi.org/isc/datasheet/109988/aqb
"enteric septicaemia of catfish",,Full,https://www.cabi.org/isc/datasheet/83805/aqb
"enzootic abortion of ewes",,Full,https://www.cabi.org/isc/datasheet/83835/aqb
"enzootic bovine leukosis",,Full,https://www.cabi.org/isc/datasheet/91714/aqb
"Ephestia kuehniella","Mediterranean flour moth",Full,https://www.cabi.org/isc/datasheet/21412/aqb
"Epichoristodes acerbella","South African carnation tortrix",Full,https://www.cabi.org/isc/datasheet/21538/aqb
"Epilobium ciliatum","northern willowherb",Full,https://www.cabi.org/isc/datasheet/114114/aqb
"Epinephelus lanceolatus","giant grouper",Full,https://www.cabi.org/isc/datasheet/83923/aqb
"Epiphyas postvittana","light brown apple moth",Full,https://www.cabi.org/isc/datasheet/54204/aqb
"Epipremnum pinnatum","centipede tongavine",Full,https://www.cabi.org/isc/datasheet/50410/aqb
"Epitrix tuberis","tuber flea beetle",Full,https://www.cabi.org/isc/datasheet/21555/aqb
"epizootic haematopoietic necrosis",,Full,https://www.cabi.org/isc/datasheet/83967/aqb
"epizootic haematopoietic necrosis virus",,Full,https://www.cabi.org/isc/datasheet/59343/aqb
"epizootic haemorrhagic disease",,Full,https://www.cabi.org/isc/datasheet/83970/aqb
"epizootic ulcerative syndrome",,Full,https://www.cabi.org/isc/datasheet/83971/aqb
"equine arteritis virus",,Full,https://www.cabi.org/isc/datasheet/96112/aqb
"Equine encephalomyelitis (Eastern)",,Full,https://www.cabi.org/isc/datasheet/84273/aqb
"equine encephalomyelitis (Western)",,Full,https://www.cabi.org/isc/datasheet/121392/aqb
"equine infectious anaemia",,Full,https://www.cabi.org/isc/datasheet/84008/aqb
"equine infectious anaemia virus",,Full,https://www.cabi.org/isc/datasheet/84007/aqb
"equine influenza",,Full,https://www.cabi.org/isc/datasheet/84006/aqb
"equine influenzavirus",,Full,https://www.cabi.org/isc/datasheet/96122/aqb
"equine piroplasmosis",,Full,https://www.cabi.org/isc/datasheet/84009/aqb
"equine rhinopneumonitis",,Full,https://www.cabi.org/isc/datasheet/84010/aqb
"equine viral arteritis",,Full,https://www.cabi.org/isc/datasheet/84011/aqb
"Equisetum arvense","field horsetail",Full,https://www.cabi.org/isc/datasheet/21621/aqb
"Equus asinus","donkeys",Full,https://www.cabi.org/isc/datasheet/84021/aqb
"Equus caballus [ISC]","horse",Full,https://www.cabi.org/isc/datasheet/119345/aqb
"Eragrostis lehmanniana","Lehmann lovegrass",Full,https://www.cabi.org/isc/datasheet/114157/aqb
"Eragrostis pilosa","India lovegrass",Full,https://www.cabi.org/isc/datasheet/21631/aqb
"Eragrostis tenella","Japanese lovegrass",Full,https://www.cabi.org/isc/datasheet/21632/aqb
"Erechtites glomerata","fireweed",Full,https://www.cabi.org/isc/datasheet/120574/aqb
"Erechtites valerianifolius","tropical burnweed",Full,https://www.cabi.org/isc/datasheet/114184/aqb
"Erigeron karvinskianus","Karwinsky’s fleabane",Full,https://www.cabi.org/isc/datasheet/114202/aqb
"Erinaceus europaeus","European hedgehog",Full,https://www.cabi.org/isc/datasheet/84114/aqb
"Eriocheir sinensis","Chinese mitten crab",Full,https://www.cabi.org/isc/datasheet/84120/aqb
"Erionota thrax","banana skipper",Full,https://www.cabi.org/isc/datasheet/21833/aqb
"Erionota torus","banana skipper",Full,https://www.cabi.org/isc/datasheet/21834/aqb
"Eriosoma lanigerum","woolly aphid",Full,https://www.cabi.org/isc/datasheet/21805/aqb
"Erodium botrys","long-beaked stork's bill",Full,https://www.cabi.org/isc/datasheet/114229/aqb
"Erodium cicutarium","common storksbill",Full,https://www.cabi.org/isc/datasheet/21843/aqb
"Erschoviella musculana","Asian walnut moth",Full,https://www.cabi.org/isc/datasheet/21877/aqb
"Erwinia amylovora","fireblight",Full,https://www.cabi.org/isc/datasheet/21908/aqb
"Erythrina berteroana","coralbean",Full,https://www.cabi.org/isc/datasheet/22002/aqb
"Erythrina poeppigiana","coral tree",Full,https://www.cabi.org/isc/datasheet/22041/aqb
"Escherichia coli",,Full,https://www.cabi.org/isc/datasheet/83003/aqb
"Esox lucius","pike",Full,https://www.cabi.org/isc/datasheet/83118/aqb
"Etlingera elatior","torch ginger",Full,https://www.cabi.org/isc/datasheet/109802/aqb
"Eualetes tulipa",,Full,https://www.cabi.org/isc/datasheet/108326/aqb
"Eucalyptus camaldulensis","red gum",Full,https://www.cabi.org/isc/datasheet/22596/aqb
"Eucalyptus cladocalyx","sugar gum",Full,https://www.cabi.org/isc/datasheet/22599/aqb
"Eucalyptus globulus","Tasmanian blue gum",Full,https://www.cabi.org/isc/datasheet/22680/aqb
"Eucalyptus paniculata","grey ironbark",Full,https://www.cabi.org/isc/datasheet/22815/aqb
"Eucalyptus robusta","swamp mahogany",Full,https://www.cabi.org/isc/datasheet/22843/aqb
"Eucalyptus sideroxylon","black ironbark",Full,https://www.cabi.org/isc/datasheet/22476/aqb
"Eucheuma spp.",,Full,https://www.cabi.org/isc/datasheet/102037/aqb
"Eugenia uniflora","Surinam cherry",Full,https://www.cabi.org/isc/datasheet/23099/aqb
"Euglandina rosea","rosy predator snail",Full,https://www.cabi.org/isc/datasheet/23113/aqb
"Eulachnus rileyi","pine needle aphid",Full,https://www.cabi.org/isc/datasheet/23148/aqb
"Euonymus fortunei","wintercreeper",Full,https://www.cabi.org/isc/datasheet/23204/aqb
"Euphorbia esula","leafy spurge",Full,https://www.cabi.org/isc/datasheet/21347/aqb
"Euphorbia heterophylla","wild poinsettia",Full,https://www.cabi.org/isc/datasheet/23313/aqb
"Euphorbia hirta","garden spurge",Full,https://www.cabi.org/isc/datasheet/21355/aqb
"Euphorbia hypericifolia","graceful spurge",Full,https://www.cabi.org/isc/datasheet/119929/aqb
"Euphorbia terracina","false caper",Full,https://www.cabi.org/isc/datasheet/21379/aqb
"Euphorbia tirucalli","euphorbia",Full,https://www.cabi.org/isc/datasheet/21381/aqb
"European foulbrood",,Full,https://www.cabi.org/isc/datasheet/109547/aqb
"Euwallacea destruens",,Full,https://www.cabi.org/isc/datasheet/57156/aqb
"Euwallacea fornicatus","tea shot-hole borer",Full,https://www.cabi.org/isc/datasheet/57163/aqb
"Euwallacea piceus",,Full,https://www.cabi.org/isc/datasheet/57171/aqb
"Exomala orientalis","oriental beetle",Full,https://www.cabi.org/isc/datasheet/5510/aqb
"extra small virus",,Full,https://www.cabi.org/isc/datasheet/121700/aqb
"Faba bean necrotic yellows virus",,Full,https://www.cabi.org/isc/datasheet/23945/aqb
"Falcataria moluccana","batai wood",Full,https://www.cabi.org/isc/datasheet/38847/aqb
"Fallopia convolvulus","black bindweed",Full,https://www.cabi.org/isc/datasheet/23874/aqb
"Fallopia japonica","Japanese knotweed",Full,https://www.cabi.org/isc/datasheet/23875/aqb
"Fallopia sachalinensis","giant knotweed",Full,https://www.cabi.org/isc/datasheet/107744/aqb
"Fallopia x bohemica",,Full,https://www.cabi.org/isc/datasheet/108332/aqb
"Felis catus","cat",Full,https://www.cabi.org/isc/datasheet/82598/aqb
"Ferrisia virgata","striped mealybug",Full,https://www.cabi.org/isc/datasheet/23981/aqb
"Festuca arundinacea","tall fescue",Full,https://www.cabi.org/isc/datasheet/23983/aqb
"Festuca pratensis","meadow fescue",Full,https://www.cabi.org/isc/datasheet/23988/aqb
"fibropapillomatosis of sea turtles",,Full,https://www.cabi.org/isc/datasheet/82638/aqb
"Ficopomatus enigmaticus","tubeworm",Full,https://www.cabi.org/isc/datasheet/108338/aqb
"Ficus benghalensis","banyan",Full,https://www.cabi.org/isc/datasheet/24066/aqb
"Ficus benjamina","weeping fig",Full,https://www.cabi.org/isc/datasheet/24065/aqb
"Ficus elastica","rubber plant",Full,https://www.cabi.org/isc/datasheet/24090/aqb
"Ficus lyrata","fiddle-leaf fig",Full,https://www.cabi.org/isc/datasheet/24125/aqb
"Ficus microcarpa","Indian laurel tree",Full,https://www.cabi.org/isc/datasheet/24130/aqb
"Ficus pumila","creeping fig",Full,https://www.cabi.org/isc/datasheet/24162/aqb
"Ficus religiosa","sacred fig tree",Full,https://www.cabi.org/isc/datasheet/24168/aqb
"Filago gallica","narrowleaf cottonrose",Full,https://www.cabi.org/isc/datasheet/114401/aqb
"Fimbristylis cymosa","tropical fimbry",Full,https://www.cabi.org/isc/datasheet/120575/aqb
"Fimbristylis dichotoma","tall fringe rush",Full,https://www.cabi.org/isc/datasheet/20680/aqb
"Fimbristylis littoralis","lesser fimbristylis",Full,https://www.cabi.org/isc/datasheet/24023/aqb
"Flacourtia indica","governor's plum",Full,https://www.cabi.org/isc/datasheet/24211/aqb
"Flemingia strobilifera","wild hops",Full,https://www.cabi.org/isc/datasheet/24229/aqb
"Foeniculum vulgare","fennel",Full,https://www.cabi.org/isc/datasheet/24271/aqb
"foot-and-mouth disease in pigs",,Full,https://www.cabi.org/isc/datasheet/82823/aqb
"foot-and-mouth disease in ruminants",,Full,https://www.cabi.org/isc/datasheet/82822/aqb
"foot-and-mouth disease virus",,Full,https://www.cabi.org/isc/datasheet/82824/aqb
"Forestry (pathway cause)",,Full,https://www.cabi.org/isc/datasheet/107790/aqb
"Forficula auricularia","European earwig",Full,https://www.cabi.org/isc/datasheet/24345/aqb
"fowl typhoid",,Full,https://www.cabi.org/isc/datasheet/82899/aqb
"Fragaria vesca","wild strawberry",Full,https://www.cabi.org/isc/datasheet/24409/aqb
"Francisella tularensis",,Full,https://www.cabi.org/isc/datasheet/82952/aqb
"Frangula alnus","alder buckthorn",Full,https://www.cabi.org/isc/datasheet/47001/aqb
"Frankliniella occidentalis","western flower thrips",Full,https://www.cabi.org/isc/datasheet/24426/aqb
"Fraxinus uhdei","tropical ash",Full,https://www.cabi.org/isc/datasheet/24559/aqb
"Fusarium oxysporum f.sp. cubense","Panama disease of banana",Full,https://www.cabi.org/isc/datasheet/24621/aqb
"Fusarium oxysporum f.sp. elaeidis","fusarium wilt of oil palm",Full,https://www.cabi.org/isc/datasheet/24639/aqb
"Fusicladium effusum","pecan scab",Full,https://www.cabi.org/isc/datasheet/13719/aqb
"Gaillardia pulchella","Indian blanket",Full,https://www.cabi.org/isc/datasheet/110246/aqb
"Galega officinalis","goatsrue",Full,https://www.cabi.org/isc/datasheet/24756/aqb
"Galinsoga parviflora","gallant soldier",Full,https://www.cabi.org/isc/datasheet/25299/aqb
"Galinsoga quadriradiata","shaggy soldier",Full,https://www.cabi.org/isc/datasheet/120145/aqb
"Galium aparine","cleavers",Full,https://www.cabi.org/isc/datasheet/24772/aqb
"Gallid herpesvirus 2",,Full,https://www.cabi.org/isc/datasheet/76375/aqb
"Gambusia affinis","western mosquitofish",Full,https://www.cabi.org/isc/datasheet/82079/aqb
"Gambusia holbrooki","eastern mosquitofish",Full,https://www.cabi.org/isc/datasheet/82089/aqb
"Garrulax canorus","Chinese hwamei",Full,https://www.cabi.org/isc/datasheet/82130/aqb
"Gaultheria shallon","salal",Full,https://www.cabi.org/isc/datasheet/24761/aqb
"Genista monspessulana","Montpellier broom",Full,https://www.cabi.org/isc/datasheet/25059/aqb
"Geoffroea decorticans","Chilean palo verde",Full,https://www.cabi.org/isc/datasheet/25088/aqb
"Geophagus brasiliensis","pearl cichlid",Full,https://www.cabi.org/isc/datasheet/121012/aqb
"Gerwasia imperialis",,Full,https://www.cabi.org/isc/datasheet/107837/aqb
"Gerwasia mayorii",,Full,https://www.cabi.org/isc/datasheet/108972/aqb
"Gerwasia rosae",,Full,https://www.cabi.org/isc/datasheet/107838/aqb
"Gerwasia rubi",,Full,https://www.cabi.org/isc/datasheet/107839/aqb
"Gerwasia variabilis",,Full,https://www.cabi.org/isc/datasheet/108970/aqb
"Gibberella circinata","pitch canker",Full,https://www.cabi.org/isc/datasheet/25153/aqb
"Gibberella indica","wilt of pigeon pea",Full,https://www.cabi.org/isc/datasheet/24714/aqb
"Gibberella xylarioides","coffee wilt",Full,https://www.cabi.org/isc/datasheet/25166/aqb
"Gilpinia hercyniae","spruce sawfly",Full,https://www.cabi.org/isc/datasheet/25211/aqb
"glanders",,Full,https://www.cabi.org/isc/datasheet/96170/aqb
"Glechoma hederacea","ground ivy",Full,https://www.cabi.org/isc/datasheet/25249/aqb
"Gleditsia triacanthos","honey locust",Full,https://www.cabi.org/isc/datasheet/25272/aqb
"Gliricidia sepium","mother of cocoa",Full,https://www.cabi.org/isc/datasheet/25380/aqb
"Globodera pallida","white potato cyst nematode",Full,https://www.cabi.org/isc/datasheet/27033/aqb
"Globodera rostochiensis","yellow potato cyst nematode",Full,https://www.cabi.org/isc/datasheet/27034/aqb
"Globodera tabacum","tobacco cyst nematode",Full,https://www.cabi.org/isc/datasheet/27037/aqb
"Glossina",,Full,https://www.cabi.org/isc/datasheet/102385/aqb
"Glycaspis brimblecombei","red gum lerp psyllid",Full,https://www.cabi.org/isc/datasheet/25242/aqb
"Glyceria declinata","small sweet grass",Full,https://www.cabi.org/isc/datasheet/114599/aqb
"Glyceria maxima","reed sweet-grass",Full,https://www.cabi.org/isc/datasheet/81510/aqb
"Glyptotermes dilatatus","live-wood tea termite (Sri Lanka)",Full,https://www.cabi.org/isc/datasheet/25432/aqb
"Goatpox virus",,Full,https://www.cabi.org/isc/datasheet/81538/aqb
"Gomphocarpus physocarpus","balloon cotton bush",Full,https://www.cabi.org/isc/datasheet/114618/aqb
"Gonaxis kibweziensis",,Full,https://www.cabi.org/isc/datasheet/121686/aqb
"Gonionemus vertens",,Full,https://www.cabi.org/isc/datasheet/109138/aqb
"Gonipterus scutellatus","eucalyptus snout beetle",Full,https://www.cabi.org/isc/datasheet/25719/aqb
"Gossypium barbadense","Gallini cotton",Full,https://www.cabi.org/isc/datasheet/25794/aqb
"Gracilaria salicornia",,Full,https://www.cabi.org/isc/datasheet/107771/aqb
"Gracilaria tikvahiae","graceful red weed",Full,https://www.cabi.org/isc/datasheet/107776/aqb
"Grapevine flavescence doree phytoplasma","flavescence dorée of grapevine",Full,https://www.cabi.org/isc/datasheet/26184/aqb
"Grapevine virus A","grapevine closterovirus",Full,https://www.cabi.org/isc/datasheet/26189/aqb
"Grapevine yellows phytoplasmas",,Full,https://www.cabi.org/isc/datasheet/14061/aqb
"Grapholita molesta","Oriental fruit moth",Full,https://www.cabi.org/isc/datasheet/29904/aqb
"Grateloupia turuturu",,Full,https://www.cabi.org/isc/datasheet/109142/aqb
"Gremmeniella abietina","Brunchorstia disease",Full,https://www.cabi.org/isc/datasheet/25892/aqb
"Grevillea robusta","silky oak",Full,https://www.cabi.org/isc/datasheet/25866/aqb
"Guignardia citricarpa","citrus black spot",Full,https://www.cabi.org/isc/datasheet/26154/aqb
"Gunnera tinctoria","giant rhubarb",Full,https://www.cabi.org/isc/datasheet/107826/aqb
"Gymnocephalus cernuus","ruffe",Full,https://www.cabi.org/isc/datasheet/80729/aqb
"Gymnocoronis spilanthoides","Senegal tea plant",Full,https://www.cabi.org/isc/datasheet/26246/aqb
"Gymnodinium catenatum",,Full,https://www.cabi.org/isc/datasheet/107772/aqb
"Gymnosporangium miyabei",,Full,https://www.cabi.org/isc/datasheet/107840/aqb
"Gymnosporangium yamadae","Japanese apple rust",Full,https://www.cabi.org/isc/datasheet/26238/aqb
"Gynaikothrips ficorum","Cuban laurel thrips",Full,https://www.cabi.org/isc/datasheet/26258/aqb
"Gypsonoma aceriana","poplar twig borer",Full,https://www.cabi.org/isc/datasheet/26271/aqb
"Gypsophila paniculata","baby’s breath",Full,https://www.cabi.org/isc/datasheet/26266/aqb
"Gyrodactylus salaris",,Full,https://www.cabi.org/isc/datasheet/80813/aqb
"Gyrodactylus salaris infection",,Full,https://www.cabi.org/isc/datasheet/80777/aqb
"Habitat restoration and improvement (pathway cause)",,Full,https://www.cabi.org/isc/datasheet/109029/aqb
"Haematoxylum campechianum","logwood",Full,https://www.cabi.org/isc/datasheet/26332/aqb
"haemorrhagic septicaemia",,Full,https://www.cabi.org/isc/datasheet/85313/aqb
"Hakea drupacea","sweet hakea",Full,https://www.cabi.org/isc/datasheet/27307/aqb
"Hakea gibbosa","rock hakea",Full,https://www.cabi.org/isc/datasheet/27288/aqb
"Hakea sericea","silky hakea",Full,https://www.cabi.org/isc/datasheet/27302/aqb
"Haliotid herpesvirus 1",,Full,https://www.cabi.org/isc/datasheet/121526/aqb
"Haliotis fulgens","green abalone",Full,https://www.cabi.org/isc/datasheet/81159/aqb
"Halogeton glomeratus","halogeton",Full,https://www.cabi.org/isc/datasheet/26352/aqb
